Codigo de Cliente,Tipo de Transaccion,Codigo de Transaccion,Monto,Fecha de Documento,Libro Mayor,Fecha de Pago
0000510878,RV,0152794935,212.76,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152794945,8.40,2020-10-29,0012101300,
0000510878,RV,0152794955,0.16,2020-10-29,0012101300,
0000510878,RV,0152794965,50.67,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152794975,1.34,2020-10-29,0012101300,
0000510878,RV,0152794985,36.91,2020-10-29,0012101300,2020-12-28
0000510878,RV,0152794995,111.52,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795005,1831.17,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795015,5305.79,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795025,738.12,2020-10-29,0012101300,2020-12-28
0000510878,RV,0152795035,1835.48,2020-10-29,0012101300,2020-12-28
0000510878,RV,0152795045,121.19,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795055,0.86,2020-10-29,0012101300,
0000510878,RV,0152795065,0.09,2020-10-29,0012101300,
0000510878,RV,0152795075,298.52,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795085,27.84,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795095,144.70,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795105,0.00,2020-10-29,0012101300,
0000510878,RV,0152795115,4573.96,2020-10-29,0012101300,2020-12-28
0000510878,RV,0152795125,2769.70,2020-10-29,0012101300,2020-12-13
0000510878,RV,0152795135,0.15,2020-10-29,0012101300,
0000510878,RV,0152795145,500.93,2020-10-29,0012101300,2020-12-28
0000510878,RV,0152795155,16587.68,2020-10-29,0012101300,2020-12-13
0000505619,RV,0152795403,1.28,2020-11-09,0012101300,
0000500248,RV,0152795417,76.90,2020-12-11,0012101300,
0000505423,RV,0152795901,688.77,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796230,1936.04,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796240,546.74,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796250,3.92,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796260,6.19,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796270,0.19,2020-10-29,0012101300,
0000512767,RV,0152796280,0.05,2020-10-29,0012101300,
0000512767,RV,0152796290,0.01,2020-10-29,0012101300,
0000512767,RV,0152796300,0.20,2020-10-29,0012101300,
0000512767,RV,0152796310,256.22,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796320,0.03,2020-10-29,0012101300,
0000512767,RV,0152796330,1.04,2020-10-29,0012101300,
0000512767,RV,0152796340,25.43,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796350,0.00,2020-10-29,0012101300,
0000512767,RV,0152796360,5.18,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796370,75.66,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796380,0.01,2020-10-29,0012101300,
0000512767,RV,0152796390,129.05,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796400,501.57,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796410,1062.12,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796420,0.24,2020-10-29,0012101300,
0000512767,RV,0152796430,2.42,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796440,0.08,2020-10-29,0012101300,
0000512767,RV,0152796450,18.80,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796460,70.17,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796470,0.03,2020-10-29,0012101300,
0000512767,RV,0152796480,185.09,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796490,475.82,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796500,79714.49,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796510,1783.51,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796520,4.17,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796530,2.40,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796540,0.48,2020-10-29,0012101300,
0000512767,RV,0152796550,11.63,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796560,726.14,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796570,44.70,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152796580,169.91,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796590,1.92,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152796600,0.00,2020-10-29,0012101300,
0000512767,RV,0152796610,0.17,2020-10-29,0012101300,
0000512767,RV,0152796620,3.58,2020-10-30,0012101300,
0000512767,RV,0152796630,16853.72,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152796640,0.81,2020-10-30,0012101300,
0000512767,RV,0152796650,14.45,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152796660,187.65,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796670,420.91,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796680,152.89,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796690,605.54,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152796700,25685.69,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796710,283.35,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796720,4.98,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152796730,0.01,2020-10-30,0012101300,
0000512767,RV,0152796740,15626.75,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152796750,256.56,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152796760,2708.68,2020-10-30,0012101300,2020-12-14
0000516500,RV,0152796775,117099.82,2020-10-30,0012101300,2020-12-14
0000500248,RV,0152808030,34.28,2020-11-26,0012101300,
0000512767,RV,0152808234,151927.61,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152808244,60.31,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152808254,1571.69,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152808264,5.32,2020-10-29,0012101300,2020-12-13
0000512767,RV,0152808274,67.39,2020-10-29,0012101300,2020-12-28
0000512767,RV,0152808284,0.16,2020-10-29,0012101300,
0000515956,RV,0152808296,54.05,2020-10-30,0012101300,
0000504587,RV,0152808307,39.62,2020-12-11,0012101300,
0000505063,RV,0152808317,32.95,2020-12-11,0012101300,
0000505063,RV,0152808327,66.29,2020-12-11,0012101300,
0000509282,RV,0152808338,65.27,2020-12-10,0012101300,
0000510878,RV,0152808348,3.75,2020-12-10,0012101300,
0000510878,RV,0152808358,0.73,2020-12-10,0012101300,
0000510878,RV,0152808368,2.12,2020-12-10,0012101300,
0000510878,RV,0152808378,6.29,2020-12-10,0012101300,
0000510878,RV,0152808388,0.05,2020-12-10,0012101300,
0000510878,RV,0152808398,0.68,2020-12-10,0012101300,
0000510878,RV,0152815308,3168.59,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815318,5.20,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815328,0.01,2020-10-30,0012101300,
0000510878,RV,0152815338,867.57,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815348,0.00,2020-10-30,0012101300,
0000510878,RV,0152815358,0.04,2020-10-30,0012101300,
0000510878,RV,0152815368,67.63,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815378,0.57,2020-10-30,0012101300,
0000510878,RV,0152815388,0.02,2020-10-30,0012101300,
0000510878,RV,0152815398,988.93,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815408,0.71,2020-10-30,0012101300,
0000510878,RV,0152815418,307.95,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815428,903.79,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815438,2380.51,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815448,3.01,2020-10-30,0012101300,
0000510878,RV,0152815458,1033.36,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815468,115.80,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815478,76.33,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815488,362.70,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815498,1729.31,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815508,92.86,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815518,10.89,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815528,446.44,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815538,11.19,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815548,3876.97,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815558,189.22,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815568,0.00,2020-10-30,0012101300,
0000510878,RV,0152815578,4208.04,2020-10-30,0012101300,2020-12-29
0000510878,RV,0152815588,1629.23,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815598,920.88,2020-10-30,0012101300,2020-12-14
0000510878,RV,0152815608,0.11,2020-10-30,0012101300,
0000512555,RV,0152815618,1.78,2020-10-31,0012101300,
0000512767,RV,0152815628,0.00,2020-10-30,0012101300,
0000512767,RV,0152815638,72.95,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815648,3962.01,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815658,5.84,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815668,701.24,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815678,1.06,2020-10-30,0012101300,
0000512767,RV,0152815688,1.32,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815698,447.58,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815708,851.04,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815718,18.19,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815728,8.46,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815738,289.25,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815748,83.85,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815758,2.81,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815768,1.34,2020-10-30,0012101300,
0000512767,RV,0152815778,0.83,2020-10-30,0012101300,
0000512767,RV,0152815788,7.82,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815798,185.68,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815808,288.92,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815818,174.55,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815828,892.09,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815838,1765.51,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815848,11.89,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815858,0.05,2020-10-30,0012101300,
0000512767,RV,0152815868,596.64,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815878,2987.03,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815888,11.76,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815898,0.00,2020-10-30,0012101300,
0000512767,RV,0152815908,8.11,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815918,0.01,2020-10-30,0012101300,
0000512767,RV,0152815928,0.58,2020-10-30,0012101300,
0000512767,RV,0152815938,23.41,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815948,1.29,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152815958,0.15,2020-10-30,0012101300,
0000512767,RV,0152815968,0.01,2020-10-30,0012101300,
0000512767,RV,0152815978,0.29,2020-10-30,0012101300,
0000512767,RV,0152815988,73.09,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152815998,14.23,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816008,19.39,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816018,0.00,2020-10-30,0012101300,
0000512767,RV,0152816028,85.50,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816038,29.59,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816048,1.05,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816058,6.19,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816068,267.67,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816078,2.01,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816088,0.03,2020-10-30,0012101300,
0000512767,RV,0152816098,9.70,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816108,0.01,2020-10-30,0012101300,
0000512767,RV,0152816118,228.84,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816128,17.21,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816138,910.52,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816148,3.62,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816158,125.07,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816168,14.59,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816178,0.01,2020-10-30,0012101300,
0000512767,RV,0152816188,5.12,2020-10-30,0012101300,2020-12-14
0000512767,RV,0152816198,268.15,2020-10-30,0012101300,2020-12-29
0000512767,RV,0152816208,382.37,2020-10-31,0012101300,2020-12-30
0000512767,RV,0152816218,0.13,2020-10-31,0012101300,
0000512767,RV,0152816228,235.81,2020-10-31,0012101300,2020-12-30
0000512767,RV,0152816238,0.02,2020-10-31,0012101300,
0000512767,RV,0152816248,0.00,2020-10-31,0012101300,
0000505063,RV,0152833740,42.51,2020-11-17,0012101300,
0000505063,RV,0152833750,1.52,2020-11-17,0012101300,
0000507494,RV,0152833767,0.11,2020-11-16,0012101300,
0000507494,RV,0152833777,0.68,2020-11-16,0012101300,
0000507494,RV,0152833787,30.57,2020-11-16,0012101300,
0000507494,RV,0152833797,4.55,2020-11-16,0012101300,
0000500248,RV,0152839594,13.61,2020-12-03,0012101300,
0000509282,RV,0152839619,3462.68,2020-10-31,0012101300,2020-12-30
0000512767,RV,0152839629,458.55,2020-10-30,0012101300,2020-12-14
0000505423,SA,0152945691,0.67,2020-11-13,0012101300,
0000500359,RV,0152968976,1.57,2020-12-31,0012101300,
0000507149,RV,0152968989,8.72,2020-12-31,0012101300,
0000507149,RV,0152968999,37.69,2020-12-31,0012101300,
0000515505,RV,0152977811,47.90,2020-11-10,0012101300,
0000510878,RV,0152986407,101.46,2020-11-01,0012101300,
0000510878,RV,0152986417,0.50,2020-10-31,0012101300,
0000510878,RV,0152986427,0.06,2020-10-31,0012101300,
0000510878,RV,0152986437,10.89,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986447,2656.25,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986457,1472.07,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986467,26.33,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986477,77.94,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986487,1.22,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986497,2446.96,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986507,5158.43,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986517,234.93,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986527,16.41,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986537,0.35,2020-10-31,0012101300,
0000510878,RV,0152986547,2.48,2020-10-31,0012101300,
0000510878,RV,0152986557,0.01,2020-10-31,0012101300,
0000510878,RV,0152986567,0.21,2020-10-31,0012101300,
0000510878,RV,0152986577,1.54,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986587,6223.83,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986597,0.01,2020-10-31,0012101300,
0000510878,RV,0152986607,0.00,2020-10-31,0012101300,
0000510878,RV,0152986617,882.76,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986627,0.21,2020-10-31,0012101300,
0000510878,RV,0152986637,15463.99,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986647,0.12,2020-10-31,0012101300,
0000510878,RV,0152986657,4462.19,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986667,0.01,2020-10-31,0012101300,
0000510878,RV,0152986677,0.96,2020-10-31,0012101300,
0000510878,RV,0152986709,363.46,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986719,0.14,2020-10-31,0012101300,
0000510878,RV,0152986729,309.37,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986739,18.98,2020-10-31,0012101300,2020-12-30
0000510878,RV,0152986749,5836.22,2020-10-31,0012101300,2020-12-15
0000510878,RV,0152986759,295.27,2020-10-31,0012101300,2020-12-30
0000500642,ZT,0152991955,-45.56,2020-11-10,0012101300,
0000505063,RV,0152996941,148.81,2020-11-30,0012101300,
0000505063,RV,0152996951,11.74,2020-11-30,0012101300,
0000509282,RV,0153009700,10585.75,2020-11-02,0012101300,2020-12-17
0000515505,RV,0153009716,32791.06,2020-11-01,0012101300,2020-12-31
0000506340,RV,0153025618,0.28,2020-11-19,0012101300,
0000505063,RV,0153026028,246.34,2020-11-30,0012101300,
0000511128,RV,0153026112,7.09,2020-11-25,0012101300,
0000512170,RV,0153026122,26.18,2020-11-25,0012101300,
0000512170,RV,0153026132,73.75,2020-11-25,0012101300,
0000512170,RV,0153026142,107.80,2020-11-25,0012101300,
0000512170,RV,0153026152,92.74,2020-11-25,0012101300,
0000512170,RV,0153026162,1.46,2020-11-25,0012101300,
0000510878,RV,0153026201,17.13,2020-11-01,0012101300,2020-12-16
0000510878,RV,0153026211,18.54,2020-11-01,0012101300,2020-12-16
0000510878,RV,0153026221,0.00,2020-11-01,0012101300,
0000511128,RV,0153027425,0.35,2020-12-31,0012101300,
0000511128,RV,0153027435,0.03,2020-12-31,0012101300,
0000511128,RV,0153027445,1.00,2020-12-31,0012101300,
0000511128,RV,0153027455,0.46,2020-12-31,0012101300,
0000505063,RV,0153028883,36.02,2020-12-10,0012101300,
0000509282,RV,0153028897,23.17,2020-12-10,0012101300,
0000510878,RV,0153033828,114.12,2020-11-02,0012101300,
0000515521,RV,0153033854,615.24,2020-11-02,0012101300,
0000505063,RV,0153033879,12.24,2020-11-10,0012101300,
0000510878,RV,0153033889,0.01,2020-11-10,0012101300,
0000510878,RV,0153033899,0.17,2020-11-10,0012101300,
0000507149,RV,0153040608,1566.41,2020-11-02,0012101300,2020-12-17
0000509282,RV,0153040634,6467.10,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153040644,3.01,2020-11-02,0012101300,
0000510878,RV,0153040654,9828.65,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153040664,0.14,2020-11-02,0012101300,
0000510878,RV,0153040674,3109.58,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153040684,1.34,2020-11-02,0012101300,
0000510878,RV,0153040694,0.57,2020-11-02,0012101300,
0000510878,RV,0153041904,0.28,2020-11-02,0012101300,
0000510878,RV,0153041914,2359.95,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153041924,83.59,2020-11-02,0012101300,
0000510878,RV,0153041934,6374.56,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153041944,0.10,2020-11-02,0012101300,
0000510878,RV,0153041954,0.02,2020-11-02,0012101300,
0000510878,RV,0153041964,16.63,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153041974,100.65,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153041984,1.32,2020-11-02,0012101300,
0000510878,RV,0153041994,0.02,2020-11-02,0012101300,
0000510878,RV,0153042004,0.90,2020-11-02,0012101300,
0000510878,RV,0153042014,0.18,2020-11-02,0012101300,
0000510878,RV,0153042024,1555.33,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042034,0.38,2020-11-02,0012101300,
0000510878,RV,0153042044,7074.39,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042054,0.64,2020-11-02,0012101300,
0000510878,RV,0153042064,5603.44,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042074,498.97,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042084,16.44,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042094,15.99,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042104,16.44,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042114,3297.79,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042124,14.87,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042134,0.02,2020-11-02,0012101300,
0000510878,RV,0153042144,1.13,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042154,8302.34,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042164,180.82,2020-11-02,0012101300,2020-12-17
0000510878,RV,0153042174,0.16,2020-11-02,0012101300,
0000510878,RV,0153042184,9.57,2020-11-02,0012101300,
0000512767,RV,0153042842,0.02,2020-11-02,0012101300,
0000512767,RV,0153042852,337.84,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153042862,0.01,2020-11-02,0012101300,
0000512767,RV,0153042872,0.06,2020-11-02,0012101300,
0000512767,RV,0153042882,0.14,2020-11-02,0012101300,
0000512767,RV,0153042892,0.16,2020-11-02,0012101300,
0000505619,RV,0153044072,0.36,2020-11-16,0012101300,
0000512767,RV,0153044099,0.06,2020-11-12,0012101300,
0000512767,RV,0153044109,12653.48,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044119,3.30,2020-11-02,0012101300,
0000512767,RV,0153044129,0.05,2020-11-02,0012101300,
0000512767,RV,0153044139,233195.84,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044149,7.37,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044159,84.82,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044169,760.54,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044179,4.30,2020-11-02,0012101300,
0000512767,RV,0153044189,88.68,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044199,53.95,2020-11-02,0012101300,
0000512767,RV,0153044209,0.05,2020-11-02,0012101300,
0000512767,RV,0153044219,0.00,2020-11-02,0012101300,
0000512767,RV,0153044229,10.94,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044239,46.96,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044249,70248.39,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044259,9.93,2020-11-02,0012101300,
0000512767,RV,0153044269,0.17,2020-11-02,0012101300,
0000512767,RV,0153044279,0.15,2020-11-02,0012101300,
0000512767,RV,0153044289,3.68,2020-11-02,0012101300,
0000512767,RV,0153044299,0.07,2020-11-02,0012101300,
0000512767,RV,0153044309,0.01,2020-11-02,0012101300,
0000512767,RV,0153044319,0.02,2020-11-02,0012101300,
0000512767,RV,0153044329,0.02,2020-11-02,0012101300,
0000512767,RV,0153044339,0.10,2020-11-02,0012101300,
0000512767,RV,0153044349,0.00,2020-11-02,0012101300,
0000512767,RV,0153044359,25.40,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044369,490.24,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044379,256.46,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044389,0.36,2020-11-02,0012101300,
0000512767,RV,0153044399,0.54,2020-11-02,0012101300,
0000512767,RV,0153044409,0.04,2020-11-02,0012101300,
0000512767,RV,0153044419,1.11,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044429,0.00,2020-11-02,0012101300,
0000512767,RV,0153044439,6.62,2020-11-02,0012101300,
0000512767,RV,0153044449,481.14,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044459,1449.16,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044469,142.01,2020-11-02,0012101300,2020-12-17
0000512767,RV,0153044479,0.44,2020-11-02,0012101300,
0000512767,RV,0153044489,0.17,2020-11-02,0012101300,
0000512767,RV,0153044499,2.34,2020-11-02,0012101300,
0000512767,RV,0153044509,140.35,2020-11-02,0012101300,2020-12-17
0000515956,RV,0153044526,9.44,2020-11-02,0012101300,
0000505063,RV,0153044559,5.87,2020-11-16,0012101300,
0000505063,RV,0153044569,36.22,2020-11-16,0012101300,
0000505063,RV,0153044580,12.04,2020-11-16,0012101300,
0000510878,RV,0153044599,200174.99,2020-11-16,0012101300,2020-12-31
0000510878,RV,0153044631,174.70,2020-11-03,0012101300,
0000515956,RV,0153044651,386779.41,2020-11-03,0012101300,2020-12-18
0000500248,RV,0153044661,159.54,2020-12-27,0012101300,
0000507149,RV,0153044671,2.72,2020-12-27,0012101300,
0000507418,RV,0153044681,1.02,2020-12-27,0012101300,
0000507418,RV,0153044691,4.22,2020-12-27,0012101300,
0000502401,RV,0153044729,88.25,2020-11-03,0012101300,
0000505063,RV,0153044753,105.17,2020-11-04,0012101300,
0000505063,RV,0153044763,7798.36,2020-11-04,0012101300,2020-12-19
0000505063,RV,0153044773,12.22,2020-11-04,0012101300,
0000506344,RV,0153044784,238.05,2020-11-04,0012101300,2020-12-19
0000509282,RV,0153046816,9409.56,2020-11-04,0012101300,2020-12-19
0000510878,RV,0153046826,1.77,2020-11-03,0012101300,
0000510878,RV,0153046836,0.01,2020-11-03,0012101300,
0000510878,RV,0153046846,0.23,2020-11-03,0012101300,
0000510878,RV,0153046856,0.00,2020-11-03,0012101300,
0000510878,RV,0153046866,11.87,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153046876,13.66,2020-11-03,0012101300,
0000510878,RV,0153046886,1187.40,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153046896,103.91,2020-11-03,0012101300,2020-12-18
0000505063,RV,0153047616,3.55,2020-11-26,0012101300,
0000509282,RV,0153047626,88.47,2020-11-25,0012101300,
0000512767,RV,0153047642,0.00,2020-11-20,0012101300,
0000512767,RV,0153047652,0.03,2020-11-20,0012101300,
0000512767,RV,0153047662,0.03,2020-11-20,0012101300,
0000512767,RV,0153047672,0.00,2020-11-20,0012101300,
0000512767,RV,0153047682,0.00,2020-11-20,0012101300,
0000512767,RV,0153047692,0.00,2020-11-20,0012101300,
0000510878,RV,0153047702,91.04,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047712,1591.81,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047722,26.33,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047732,1.44,2020-11-03,0012101300,
0000510878,RV,0153047742,0.03,2020-11-03,0012101300,
0000510878,RV,0153047752,4085.36,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047762,0.02,2020-11-03,0012101300,
0000510878,RV,0153047772,50.08,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047782,70.42,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047792,0.65,2020-11-03,0012101300,
0000510878,RV,0153047802,2.42,2020-11-03,0012101300,
0000510878,RV,0153047812,0.18,2020-11-03,0012101300,
0000510878,RV,0153047822,4.39,2020-11-03,0012101300,
0000510878,RV,0153047832,7.06,2020-11-03,0012101300,
0000510878,RV,0153047842,118.49,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047852,0.01,2020-11-03,0012101300,
0000510878,RV,0153047862,480.00,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047872,0.84,2020-11-03,0012101300,
0000510878,RV,0153047882,0.02,2020-11-03,0012101300,
0000510878,RV,0153047892,0.06,2020-11-03,0012101300,
0000510878,RV,0153047902,396.63,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047912,1787.86,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047922,0.77,2020-11-03,0012101300,
0000510878,RV,0153047932,9136.59,2020-11-03,0012101300,2020-12-18
0000510878,RV,0153047942,0.02,2020-11-03,0012101300,
0000510878,RV,0153047952,0.03,2020-11-03,0012101300,
0000512767,RV,0153048016,0.00,2020-11-03,0012101300,
0000512767,RV,0153048026,0.02,2020-11-03,0012101300,
0000512767,RV,0153048036,0.00,2020-11-03,0012101300,
0000512767,RV,0153048046,523.65,2020-11-03,0012101300,2020-12-18
0000512767,RV,0153048056,0.01,2020-11-03,0012101300,
0000512767,RV,0153048066,0.04,2020-11-03,0012101300,
