JENumber,FechaEfectiva,Mes,CuentaContable,Monto,Usuario,FechaEntrada
0400012304,20200126,01,0042100100,-3490.47,PR_LTORRESL,20200126
0400012304,20200126,01,0046940001,1962,PR_LTORRESL,20200126
0400012304,20200126,01,0046940001,1319.47,PR_LTORRESL,20200126
0400012304,20200126,01,0046940001,145.17,PR_LTORRESL,20200126
0400012304,20200126,01,0025010000,-3.8,PR_LTORRESL,20200126
0400012304,20200126,01,0046940001,97.63,PR_LTORRESL,20200126
0400012304,20200126,01,0025010000,-30,PR_LTORRESL,20200126
0400012305,20200127,01,0042100100,-375,PR_LTORRESL,20200127
0400012305,20200127,01,0046940001,162.12,PR_LTORRESL,20200127
0400012305,20200127,01,0024010000,-37.12,PR_LTORRESL,20200127
0400012305,20200127,01,0063000100,250,PR_LTORRESL,20200127
0400012306,20200127,01,0042100100,-1000,PR_LTORRESL,20200127
0400012306,20200127,01,0046940001,161.16,PR_LTORRESL,20200127
0400012306,20200127,01,0024010000,-36.16,PR_LTORRESL,20200127
0400012306,20200127,01,0046940001,621.78,PR_LTORRESL,20200127
0400012306,20200127,01,0024010000,-121.78,PR_LTORRESL,20200127
0400012306,20200127,01,0063000100,375,PR_LTORRESL,20200127
0400012307,20200128,01,0042100100,-361.79,PR_LTORRESL,20200128
0400012307,20200128,01,0046940001,327,PR_LTORRESL,20200128
0400012307,20200128,01,0046940001,32.6,PR_LTORRESL,20200128
0400012307,20200128,01,0026010000,2.19,PR_LTORRESL,20200128
0400012308,20200128,01,0042100100,-2650,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,400,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,250,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,400,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,180,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,540,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,140,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,79.1,MRESENDEZ,20200128
0400012308,20200128,01,0063400101,90.58,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,79.1,MRESENDEZ,20200128
0400012308,20200128,01,0063400101,90.58,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,106.77,MRESENDEZ,20200128
0400012308,20200128,01,0063400101,122.26,MRESENDEZ,20200128
0400012308,20200128,01,0046940001,80,MRESENDEZ,20200128
0400012308,20200128,01,0063400101,91.61,MRESENDEZ,20200128
0400012309,20200130,01,0042100100,-109.53,PR_MADOTOR,20200130
0400012309,20200130,01,0040300200,109.53,PR_MADOTOR,20200130
0400012310,20200130,01,0042100100,-1022.21,PR_LTORRESL,20200130
0400012310,20200130,01,0046940001,168,PR_LTORRESL,20200130
0400012310,20200130,01,0025010000,10.36,PR_LTORRESL,20200130
0400012310,20200130,01,0046940001,178.37,PR_LTORRESL,20200130
0400012310,20200130,01,0025010000,-0.01,PR_LTORRESL,20200130
0400012310,20200130,01,0046940001,565.49,PR_LTORRESL,20200130
0400012310,20200130,01,0046940001,41.84,PR_LTORRESL,20200130
0400012310,20200130,01,0025010000,58.16,PR_LTORRESL,20200130
0400012311,20200130,01,0042100100,-975.06,PR_LTORRESL,20200130
0400012311,20200130,01,0046940001,713.45,PR_LTORRESL,20200130
0400012311,20200130,01,0046940001,10.53,PR_LTORRESL,20200130
0400012311,20200130,01,0025010000,204.24,PR_LTORRESL,20200130
0400012311,20200130,01,0061500101,46.84,PR_LTORRESL,20200130
0400012312,20200130,01,0042100100,26.33,PR_LTORRESL,20200130
0400012312,20200130,01,0065900109,-26.33,PR_LTORRESL,20200130
0400012313,20200130,01,0042100100,-32504.5,MRESENDEZ,20200130
0400012313,20200130,01,0046940001,32504.5,MRESENDEZ,20200130
0400012314,20200130,01,0042100100,-31914.65,MRESENDEZ,20200130
0400012314,20200130,01,0046940001,31914.65,MRESENDEZ,20200130
0400012315,20200130,01,0042100100,-32128,MRESENDEZ,20200130
0400012315,20200130,01,0046940001,32128,MRESENDEZ,20200130
0400012316,20200106,01,0042100100,13719.86,MRESENDEZ,20200130
0400012316,20200106,01,0016200100,-13719.86,MRESENDEZ,20200130
0400012317,20200113,01,0042100100,509765.76,MRESENDEZ,20200130
0400012317,20200113,01,0016200100,-509765.76,MRESENDEZ,20200130
0400012318,20200130,01,0042100100,-118.92,MRESENDEZ,20200130
0400012318,20200130,01,0046940001,102.72,MRESENDEZ,20200130
0400012318,20200130,01,0046940001,16.2,MRESENDEZ,20200130
0400012319,20200130,01,0042100100,-32843.35,MRESENDEZ,20200130
0400012319,20200130,01,0046940001,32843.35,MRESENDEZ,20200130
0400012320,20200130,01,0042100100,-31989.95,MRESENDEZ,20200130
0400012320,20200130,01,0046940001,31989.95,MRESENDEZ,20200130
0400012321,20200131,01,0042100100,-30.53,PR_LTORRESL,20200201
0400012321,20200131,01,0046940001,150,PR_LTORRESL,20200201
0400012321,20200131,01,0063400101,-119.47,PR_LTORRESL,20200201
0400012322,20200131,01,0042100100,-66,PR_LTORRESL,20200201
0400012322,20200131,01,0046940001,66,PR_LTORRESL,20200201
0400012323,20200131,01,0042100100,-1232,PR_LTORRESL,20200201
0400012323,20200131,01,0046940001,1232,PR_LTORRESL,20200201
0400012324,20200131,01,0042100100,-295.1,PR_LTORRESL,20200201
0400012324,20200131,01,0046940001,258,PR_LTORRESL,20200201
0400012324,20200131,01,0046940001,26,PR_LTORRESL,20200201
0400012324,20200131,01,0026010000,11.1,PR_LTORRESL,20200201
0400012325,20200131,01,0042100100,-407.52,PR_LTORRESL,20200201
0400012325,20200131,01,0046940001,162.52,PR_LTORRESL,20200201
0400012325,20200131,01,0046940001,125,PR_LTORRESL,20200201
0400012325,20200131,01,0046940001,120,PR_LTORRESL,20200201
0400012326,20200131,01,0042100100,-4166.81,PR_LTORRESL,20200202
0400012326,20200131,01,0046940001,3865,PR_LTORRESL,20200202
0400012326,20200131,01,0046940001,300,PR_LTORRESL,20200202
0400012326,20200131,01,0026010000,1.81,PR_LTORRESL,20200202
0400012327,20200131,01,0042100100,-310,PR_LTORRESL,20200202
0400012327,20200131,01,0046940001,260,PR_LTORRESL,20200202
0400012327,20200131,01,0046940001,50,PR_LTORRESL,20200202
0400012328,20200131,01,0042100100,-32705.3,MRESENDEZ,20200202
0400012328,20200131,01,0046940001,32705.3,MRESENDEZ,20200202
0400012329,20200206,02,0042100100,-1315,MRESENDEZ,20200206
0400012329,20200206,02,0046940001,1315,MRESENDEZ,20200206
0400012330,20200206,02,0042100100,-1315,MRESENDEZ,20200206
0400012330,20200206,02,0046940001,1315,MRESENDEZ,20200206
0400012331,20200207,02,0042100100,-3032.42,PR_MADOTOR,20200207
0400012331,20200207,02,0046920300,3032.42,PR_MADOTOR,20200207
0400012332,20200208,02,0042100100,-101.47,PR_LTORRESL,20200208
0400012332,20200208,02,0046940001,91,PR_LTORRESL,20200208
0400012332,20200208,02,0062900101,10.47,PR_LTORRESL,20200208
0400012333,20200208,02,0042100100,-873,PR_LTORRESL,20200208
0400012333,20200208,02,0046940001,870,PR_LTORRESL,20200208
0400012333,20200208,02,0026010000,3,PR_LTORRESL,20200208
0400012334,20200209,02,0042100100,-875,PR_LTORRESL,20200209
0400012334,20200209,02,0046940001,628.02,PR_LTORRESL,20200209
0400012334,20200209,02,0024010000,-128.02,PR_LTORRESL,20200209
0400012334,20200209,02,0063000100,375,PR_LTORRESL,20200209
0400012335,20200209,02,0042100100,-1000,PR_LTORRESL,20200209
0400012335,20200209,02,0046940001,615.48,PR_LTORRESL,20200209
0400012335,20200209,02,0024010000,9.52,PR_LTORRESL,20200209
0400012335,20200209,02,0063000100,375,PR_LTORRESL,20200209
0400012336,20200213,02,0042100100,-2635.66,PR_MADOTOR,20200213
0400012336,20200213,02,0046920300,2635.66,PR_MADOTOR,20200213
0400012337,20200213,02,0042100100,-33182.2,MRESENDEZ,20200213
0400012337,20200213,02,0046940001,33182.2,MRESENDEZ,20200213
0400012338,20200213,02,0042100100,-32052.7,MRESENDEZ,20200213
0400012338,20200213,02,0046940001,32052.7,MRESENDEZ,20200213
0400012339,20200213,02,0042100100,-33157.1,MRESENDEZ,20200213
0400012339,20200213,02,0046940001,33157.1,MRESENDEZ,20200213
0400012340,20200213,02,0042100100,-1811.14,PR_LTORRESL,20200213
0400012340,20200213,02,0046940001,1728,PR_LTORRESL,20200213
0400012340,20200213,02,0046940001,173,PR_LTORRESL,20200213
0400012340,20200213,02,0026010000,-89.86,PR_LTORRESL,20200213
0400012341,20200213,02,0042100100,-651.73,PR_LTORRESL,20200213
0400012341,20200213,02,0046940001,592,PR_LTORRESL,20200213
0400012341,20200213,02,0046940001,60,PR_LTORRESL,20200213
0400012341,20200213,02,0026010000,-0.27,PR_LTORRESL,20200213
0400012342,20200213,02,0042100100,-22940,PR_LTORRESL,20200213
0400012342,20200213,02,0046940001,22940,PR_LTORRESL,20200213
0400012343,20200214,02,0042100100,-375,PR_LTORRESL,20200214
0400012343,20200214,02,0046940001,470.4,PR_LTORRESL,20200214
0400012343,20200214,02,0024010000,-95.4,PR_LTORRESL,20200214
0400012344,20200214,02,0042100100,-150,PR_LTORRESL,20200214
0400012344,20200214,02,0046940001,120,PR_LTORRESL,20200214
0400012344,20200214,02,0025010000,30,PR_LTORRESL,20200214
0400012345,20200215,02,0042100100,-136.52,MRESENDEZ,20200215
0400012345,20200215,02,0046940001,46.41,MRESENDEZ,20200215
0400012345,20200215,02,0025010000,8.73,MRESENDEZ,20200215
0400012345,20200215,02,0061500101,1.53,MRESENDEZ,20200215
0400012345,20200215,02,0046940001,40.87,MRESENDEZ,20200215
0400012345,20200215,02,0025010000,8.55,MRESENDEZ,20200215
0400012345,20200215,02,0061500101,0.49,MRESENDEZ,20200215
0400012345,20200215,02,0046940001,24.52,MRESENDEZ,20200215
0400012345,20200215,02,0025010000,5.42,MRESENDEZ,20200215
0400012346,20200215,02,0042100100,-133.58,MRESENDEZ,20200215
0400012346,20200215,02,0046940001,71.35,MRESENDEZ,20200215
0400012346,20200215,02,0025010000,-2.16,MRESENDEZ,20200215
0400012346,20200215,02,0061500101,-9,MRESENDEZ,20200215
0400012346,20200215,02,0046940001,13.38,MRESENDEZ,20200215
0400012346,20200215,02,0025010000,-1.45,MRESENDEZ,20200215
0400012346,20200215,02,0061500101,-0.64,MRESENDEZ,20200215
0400012346,20200215,02,0046940001,31.22,MRESENDEZ,20200215
0400012346,20200215,02,0025010000,-4.89,MRESENDEZ,20200215
0400012346,20200215,02,0046940001,23.57,MRESENDEZ,20200215
0400012346,20200215,02,0025010000,-3.5,MRESENDEZ,20200215
0400012346,20200215,02,0061500101,-0.2,MRESENDEZ,20200215
0400012346,20200215,02,0046940001,18.85,MRESENDEZ,20200215
0400012346,20200215,02,0025010000,-2.95,MRESENDEZ,20200215
0400012347,20200215,02,0042100100,-137.18,MRESENDEZ,20200215
0400012347,20200215,02,0046940001,181.98,MRESENDEZ,20200215
0400012347,20200215,02,0025010000,-88.06,MRESENDEZ,20200215
0400012347,20200215,02,0046940001,83.82,MRESENDEZ,20200215
0400012347,20200215,02,0025010000,-35.7,MRESENDEZ,20200215
0400012347,20200215,02,0061500101,-4.86,MRESENDEZ,20200215
0400012348,20200215,02,0042100100,-2016,PR_MADOTOR,20200215
0400012348,20200215,02,0040190200,2016,PR_MADOTOR,20200215
0400012349,20200215,02,0042100100,-134.46,MRESENDEZ,20200215
0400012349,20200215,02,0046940001,95.17,MRESENDEZ,20200215
0400012349,20200215,02,0025010000,-14.4,MRESENDEZ,20200215
0400012349,20200215,02,0061500101,-13.54,MRESENDEZ,20200215
0400012349,20200215,02,0046940001,95.17,MRESENDEZ,20200215
0400012349,20200215,02,0025010000,-9.67,MRESENDEZ,20200215
0400012349,20200215,02,0061500101,-18.27,MRESENDEZ,20200215
0400012350,20200215,02,0042100100,130,MRESENDEZ,20200215
0400012350,20200215,02,0046940001,-102.61,MRESENDEZ,20200215
0400012350,20200215,02,0025010000,-10.16,MRESENDEZ,20200215
0400012350,20200215,02,0061500101,-17.23,MRESENDEZ,20200215
0400012351,20200215,02,0042100100,-1043,PR_MADOTOR,20200215
0400012351,20200215,02,0046920100,1043,PR_MADOTOR,20200215
0400012352,20200216,02,0042100100,-35.85,MRESENDEZ,20200216
0400012352,20200216,02,0046940001,35.85,MRESENDEZ,20200216
0400012353,20200216,02,0042100100,-347.52,MRESENDEZ,20200216
0400012353,20200216,02,0046940001,347.52,MRESENDEZ,20200216
0400012354,20200216,02,0042100100,-175.85,MRESENDEZ,20200216
0400012354,20200216,02,0046940001,175.85,MRESENDEZ,20200216
0400012355,20200220,02,0042100100,-750,PR_LTORRESL,20200220
0400012355,20200220,02,0046940001,468.3,PR_LTORRESL,20200220
0400012355,20200220,02,0024010000,-93.3,PR_LTORRESL,20200220
0400012355,20200220,02,0063000100,375,PR_LTORRESL,20200220
0400012356,20200220,02,0042100100,-33983.4,MRESENDEZ,20200220
0400012356,20200220,02,0046940001,33983.4,MRESENDEZ,20200220
0400012357,20200220,02,0042100100,-36639.2,MRESENDEZ,20200220
0400012357,20200220,02,0046940001,36639.2,MRESENDEZ,20200220
0400012358,20200220,02,0042100100,-35135.15,MRESENDEZ,20200220
0400012358,20200220,02,0046940001,35135.15,MRESENDEZ,20200220
0400012359,20200220,02,0042100100,-773.3,PR_LTORRESL,20200220
0400012359,20200220,02,0046940001,773.3,PR_LTORRESL,20200220
0400012360,20200220,02,0042100100,-86.36,PR_LTORRESL,20200220
0400012360,20200220,02,0046940001,72.5,PR_LTORRESL,20200220
0400012360,20200220,02,0063400101,8.34,PR_LTORRESL,20200220
0400012360,20200220,02,0046940001,4.95,PR_LTORRESL,20200220
0400012360,20200220,02,0063400101,0.57,PR_LTORRESL,20200220
0400012361,20200221,02,0042100100,-42.28,PR_LTORRESL,20200221
0400012361,20200221,02,0046940001,15.96,PR_LTORRESL,20200221
0400012361,20200221,02,0046940001,26.32,PR_LTORRESL,20200221
0400012362,20200221,02,0042100100,-1225,PR_LTORRESL,20200221
0400012362,20200221,02,0046940001,1130,PR_LTORRESL,20200221
0400012362,20200221,02,0063400101,95,PR_LTORRESL,20200221
0400012363,20200221,02,0042100100,-52.64,PR_LTORRESL,20200221
0400012363,20200221,02,0046940001,52.64,PR_LTORRESL,20200221
0400012364,20200221,02,0042100100,-685.82,PR_LTORRESL,20200221
0400012364,20200221,02,0046940001,234.32,PR_LTORRESL,20200221
0400012364,20200221,02,0046940001,336.76,PR_LTORRESL,20200221
0400012364,20200221,02,0046940001,24.62,PR_LTORRESL,20200221
0400012364,20200221,02,0026010000,22.46,PR_LTORRESL,20200221
0400012364,20200221,02,0046940001,35.38,PR_LTORRESL,20200221
0400012364,20200221,02,0026010000,32.28,PR_LTORRESL,20200221
0400012365,20200221,02,0042100100,-3100.16,PR_MADOTOR,20200221
0400012365,20200221,02,0046920300,3100.16,PR_MADOTOR,20200221
0400012366,20200221,02,0042100100,-8428,PR_MADOTOR,20200221
0400012366,20200221,02,0038900200,8428,PR_MADOTOR,20200221
0400012367,20200222,02,0042100100,-2658.16,PR_MADOTOR,20200222
0400012367,20200222,02,0046920300,2658.16,PR_MADOTOR,20200222
0400012368,20200222,02,0042100100,-1141.16,PR_LTORRESL,20200222
0400012368,20200222,02,0046940001,944,PR_LTORRESL,20200222
0400012368,20200222,02,0046940001,95,PR_LTORRESL,20200222
0400012368,20200222,02,0026010000,102.16,PR_LTORRESL,20200222
0400012369,20200222,02,0042100100,-112.79,PR_LTORRESL,20200222
0400012369,20200222,02,0046940001,78,PR_LTORRESL,20200222
0400012369,20200222,02,0046940001,25,PR_LTORRESL,20200222
0400012369,20200222,02,0026010000,9.79,PR_LTORRESL,20200222
0400012370,20200222,02,0042100100,-105.28,PR_LTORRESL,20200222
0400012370,20200222,02,0046940001,70,PR_LTORRESL,20200222
0400012370,20200222,02,0046940001,30,PR_LTORRESL,20200222
0400012370,20200222,02,0063400101,5.28,PR_LTORRESL,20200222
0400012371,20200222,02,0042100100,-104.98,PR_LTORRESL,20200222
0400012371,20200222,02,0046940001,101.98,PR_LTORRESL,20200222
0400012371,20200222,02,0046940001,3,PR_LTORRESL,20200222
0400012372,20200224,02,0042100100,-2343.2,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,356.73,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,1319.47,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,535.09,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,26.39,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,97.63,PR_LTORRESL,20200224
0400012372,20200224,02,0046940001,7.89,PR_LTORRESL,20200224
0400012373,20200227,02,0042100100,-134.56,MRESENDEZ,20200227
0400012373,20200227,02,0046940001,15.53,MRESENDEZ,20200227
0400012373,20200227,02,0025010000,119.03,MRESENDEZ,20200227
0400012374,20200227,02,0042100100,-15244,PR_MADOTOR,20200227
0400012374,20200227,02,0046940800,14800,PR_MADOTOR,20200227
0400012374,20200227,02,0046940800,444,PR_MADOTOR,20200227
0400012375,20200227,02,0042100100,-133.2,MRESENDEZ,20200227
0400012375,20200227,02,0046940001,49.06,MRESENDEZ,20200227
0400012375,20200227,02,0025010000,19.59,MRESENDEZ,20200227
0400012375,20200227,02,0046940001,17.84,MRESENDEZ,20200227
0400012375,20200227,02,0025010000,7.13,MRESENDEZ,20200227
0400012375,20200227,02,0046940001,18.85,MRESENDEZ,20200227
0400012375,20200227,02,0025010000,7.53,MRESENDEZ,20200227
0400012375,20200227,02,0046940001,9.42,MRESENDEZ,20200227
0400012375,20200227,02,0025010000,3.78,MRESENDEZ,20200227
0400012376,20200227,02,0042100100,-35.2,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,32.2,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.57,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.25,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.13,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.03,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.57,PR_LTORRESL,20200227
0400012376,20200227,02,0063400101,-0.32,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.55,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.25,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.17,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.92,PR_LTORRESL,20200227
0400012376,20200227,02,0063400101,-0.37,PR_LTORRESL,20200227
0400012376,20200227,02,0046940001,0.25,PR_LTORRESL,20200227
0400012377,20200227,02,0042100100,-278,PR_LTORRESL,20200227
0400012377,20200227,02,0046940001,275,PR_LTORRESL,20200227
0400012377,20200227,02,0046940001,1.73,PR_LTORRESL,20200227
0400012377,20200227,02,0063400101,1.27,PR_LTORRESL,20200227
0400012378,20200227,02,0042100100,-1315.99,PR_LTORRESL,20200227
0400012378,20200227,02,0046940001,787.99,PR_LTORRESL,20200227
0400012378,20200227,02,0026010000,1.8,PR_LTORRESL,20200227
0400012378,20200227,02,0046940001,525,PR_LTORRESL,20200227
0400012378,20200227,02,0026010000,1.2,PR_LTORRESL,20200227
0400012379,20200227,02,0042100100,-600,PR_LTORRESL,20200227
0400012379,20200227,02,0046940001,600,PR_LTORRESL,20200227
0400012380,20200227,02,0042100100,-1775,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,270,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,70,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,400,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,400,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,400,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,43.83,MRESENDEZ,20200227
0400012380,20200227,02,0063400101,-2.63,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,11.36,MRESENDEZ,20200227
0400012380,20200227,02,0063400101,-0.68,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,64.94,MRESENDEZ,20200227
0400012380,20200227,02,0063400101,-3.9,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,64.94,MRESENDEZ,20200227
0400012380,20200227,02,0063400101,-3.9,MRESENDEZ,20200227
0400012380,20200227,02,0046940001,64.93,MRESENDEZ,20200227
0400012380,20200227,02,0063400101,-3.89,MRESENDEZ,20200227
0400012381,20200227,02,0042100100,-1220,MRESENDEZ,20200227
0400012381,20200227,02,0046940001,1000,MRESENDEZ,20200227
0400012381,20200227,02,0046940001,200,MRESENDEZ,20200227
0400012381,20200227,02,0063400101,20,MRESENDEZ,20200227
0400012382,20200227,02,0042100100,-398,MRESENDEZ,20200227
0400012382,20200227,02,0046940001,158,MRESENDEZ,20200227
0400012382,20200227,02,0046940001,240,MRESENDEZ,20200227
0400012383,20200227,02,0042100100,-872,MRESENDEZ,20200227
0400012383,20200227,02,0046940001,240,MRESENDEZ,20200227
0400012383,20200227,02,0046940001,79,MRESENDEZ,20200227
0400012383,20200227,02,0063400101,237,MRESENDEZ,20200227
0400012383,20200227,02,0046940001,79,MRESENDEZ,20200227
0400012383,20200227,02,0063400101,237,MRESENDEZ,20200227
0400012384,20200227,02,0042100100,-129,PR_LTORRESL,20200227
0400012384,20200227,02,0046940001,86,PR_LTORRESL,20200227
0400012384,20200227,02,0046940001,12.5,PR_LTORRESL,20200227
0400012384,20200227,02,0026010000,30.5,PR_LTORRESL,20200227
0400012385,20200227,02,0042100100,-688,PR_LTORRESL,20200227
0400012385,20200227,02,0046940001,685,PR_LTORRESL,20200227
0400012385,20200227,02,0026010000,3,PR_LTORRESL,20200227
0400012386,20200228,02,0042100100,-80,PR_MADOTOR,20200302
0400012386,20200228,02,0046920400,80,PR_MADOTOR,20200302
0400012387,20200228,02,0042100100,-35555.2,MRESENDEZ,20200302
0400012387,20200228,02,0046940001,35555.2,MRESENDEZ,20200302
0400012388,20200228,02,0042100100,-35921.05,MRESENDEZ,20200302
0400012388,20200228,02,0046940001,35921.05,MRESENDEZ,20200302
0400012389,20200228,02,0042100100,-34511.85,MRESENDEZ,20200302
0400012389,20200228,02,0046940001,34511.85,MRESENDEZ,20200302
0400012390,20200228,02,0042100100,-35772,MRESENDEZ,20200302
0400012390,20200228,02,0046940001,35772,MRESENDEZ,20200302
0400012391,20200228,02,0042100100,-36314,MRESENDEZ,20200302
0400012391,20200228,02,0046940001,36314,MRESENDEZ,20200302
0400012392,20200228,02,0042100100,35772,MRESENDEZ,20200302
0400012392,20200228,02,0046940001,-35772,MRESENDEZ,20200302
0400012393,20200228,02,0042100100,-35772,MRESENDEZ,20200302
0400012393,20200228,02,0046940001,35772,MRESENDEZ,20200302
0400012394,20200228,02,0042100100,-133.52,MRESENDEZ,20200303
0400012394,20200228,02,0046940001,60,MRESENDEZ,20200303
0400012394,20200228,02,0025010000,73.52,MRESENDEZ,20200303
0400012395,20200306,03,0042100100,-2872,MRESENDEZ,20200306
0400012395,20200306,03,0046940001,2872,MRESENDEZ,20200306
0400012396,20200307,03,0042100100,-2008.99,PR_LTORRESL,20200307
0400012396,20200307,03,0046940001,1932,PR_LTORRESL,20200307
0400012396,20200307,03,0046940001,195,PR_LTORRESL,20200307
0400012396,20200307,03,0026010000,-118.01,PR_LTORRESL,20200307
0400012397,20200307,03,0042100100,-5403.97,MRESENDEZ,20200307
0400012397,20200307,03,0046940001,2055.34,MRESENDEZ,20200307
0400012397,20200307,03,0063000100,3348.63,MRESENDEZ,20200307
0400012398,20200307,03,0042100100,-3108.85,PR_MADOTOR,20200307
0400012398,20200307,03,0046920300,3108.85,PR_MADOTOR,20200307
0400012399,20200308,03,0042100100,-63.84,PR_LTORRESL,20200308
0400012399,20200308,03,0046940001,63.84,PR_LTORRESL,20200308
0400012400,20200308,03,0042100100,-1336,PR_LTORRESL,20200308
0400012400,20200308,03,0046940001,640,PR_LTORRESL,20200308
0400012400,20200308,03,0046940001,696,PR_LTORRESL,20200308
0400012401,20200308,03,0042100100,-306.77,PR_LTORRESL,20200308
0400012401,20200308,03,0046940001,148,PR_LTORRESL,20200308
0400012401,20200308,03,0046940001,116,PR_LTORRESL,20200308
0400012401,20200308,03,0046940001,36.44,PR_LTORRESL,20200308
0400012401,20200308,03,0026010000,-12.46,PR_LTORRESL,20200308
0400012401,20200308,03,0046940001,28.56,PR_LTORRESL,20200308
0400012401,20200308,03,0026010000,-9.77,PR_LTORRESL,20200308
0400012402,20200308,03,0042100100,-840.86,PR_LTORRESL,20200308
0400012402,20200308,03,0046940001,687,PR_LTORRESL,20200308
0400012402,20200308,03,0046940001,69,PR_LTORRESL,20200308
0400012402,20200308,03,0026010000,84.86,PR_LTORRESL,20200308
0400012403,20200308,03,0042100100,-1292.56,PR_LTORRESL,20200308
0400012403,20200308,03,0046940001,728,PR_LTORRESL,20200308
0400012403,20200308,03,0046940001,513,PR_LTORRESL,20200308
0400012403,20200308,03,0046940001,73.33,PR_LTORRESL,20200308
0400012403,20200308,03,0026010000,-43.08,PR_LTORRESL,20200308
0400012403,20200308,03,0046940001,51.67,PR_LTORRESL,20200308
0400012403,20200308,03,0026010000,-30.36,PR_LTORRESL,20200308
0400012404,20200308,03,0042100100,-12.75,PR_MADOTOR,20200308
0400012404,20200308,03,0069208100,12.75,PR_MADOTOR,20200308
0400012405,20200308,03,0042100100,-38.25,PR_MADOTOR,20200308
0400012405,20200308,03,0069208100,38.25,PR_MADOTOR,20200308
0400012406,20200308,03,0042100100,-51,PR_MADOTOR,20200308
0400012406,20200308,03,0069208100,51,PR_MADOTOR,20200308
0400012407,20200308,03,0042100100,-38.25,PR_MADOTOR,20200308
0400012407,20200308,03,0069208100,38.25,PR_MADOTOR,20200308
0400012408,20200308,03,0042100100,-25.5,PR_MADOTOR,20200308
0400012408,20200308,03,0069208100,25.5,PR_MADOTOR,20200308
0400012409,20200308,03,0042100100,-12.75,PR_MADOTOR,20200308
0400012409,20200308,03,0069208100,12.75,PR_MADOTOR,20200308
0400012410,20200309,03,0042100100,-25.5,PR_MADOTOR,20200309
0400012410,20200309,03,0069208100,25.5,PR_MADOTOR,20200309
0400012411,20200309,03,0042100100,-38.25,PR_MADOTOR,20200309
0400012411,20200309,03,0069208100,38.25,PR_MADOTOR,20200309
0400012412,20200309,03,0042100100,-38.25,PR_MADOTOR,20200309
0400012412,20200309,03,0069208100,38.25,PR_MADOTOR,20200309
0400012413,20200309,03,0042100100,-12.75,PR_MADOTOR,20200309
0400012413,20200309,03,0069208100,12.75,PR_MADOTOR,20200309
0400012414,20200309,03,0042100100,-25.5,PR_MADOTOR,20200309
0400012414,20200309,03,0069208100,25.5,PR_MADOTOR,20200309
0400012415,20200309,03,0042100100,-12.75,PR_MADOTOR,20200309
0400012415,20200309,03,0069208100,12.75,PR_MADOTOR,20200309
0400012416,20200309,03,0042100100,-12.75,PR_MADOTOR,20200309
0400012416,20200309,03,0069208100,12.75,PR_MADOTOR,20200309
0400012417,20200309,03,0042100100,-3792.26,PR_LTORRESL,20200309
0400012417,20200309,03,0046940001,713.45,PR_LTORRESL,20200309
0400012417,20200309,03,0046940001,2140.36,PR_LTORRESL,20200309
0400012417,20200309,03,0046940001,713.45,PR_LTORRESL,20200309
0400012417,20200309,03,0046940001,69.32,PR_LTORRESL,20200309
0400012417,20200309,03,0025010000,84.77,PR_LTORRESL,20200309
0400012417,20200309,03,0046940001,70.91,PR_LTORRESL,20200309
0400012418,20200309,03,0042100100,-983.3,PR_LTORRESL,20200309
0400012418,20200309,03,0046940001,178.36,PR_LTORRESL,20200309
0400012418,20200309,03,0046940001,376.99,PR_LTORRESL,20200309
0400012418,20200309,03,0046940001,376.99,PR_LTORRESL,20200309
0400012418,20200309,03,0046940001,4.33,PR_LTORRESL,20200309
